employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
27855,HR,region_22,Master's & above,m,other,1,37,5.0,10,1,0,47,0
6636,Sales & Markting,region_29,Master's & above,m,other,2,37,3.0,9,0,0,49,0
74883,Sales & Markting,region_11,Bachelor's,,other,1,23,3.0,2,0,0,49,0
75001,Opperations,region_2,Master's & above,f,other,1,38,1.0,4,0,0,64,0
59891,,region_26,Bachelor's,m,sourcing,4,28,3.0,3,0,0,83,0
26841,Sales & Markting,region_26,Bachelor's,m,other,1,27,3.0,3,0,0,49,0
74056,Finance,region_13,Master's & above,m,sourcing,1,36,5.0,6,1,0,58,0
34391,,region_6,Bachelor's,f,other,1,26,3.0,4,0,0,61,0
25864,,region_20,Bachelor's,m,sourcing,1,36,1.0,3,1,0,54,0
36877,Finance,region_22,Master's & above,m,other,2,33,4.0,7,0,0,58,0
69788,Opperations,region_26,Bachelor's,m,sourcing,1,30,5.0,4,1,1,61,0
387,Sales & Markting,region_27,,m,other,1,32,5.0,5,0,0,45,0
45894,Finance,region_22,Master's & above,m,other,1,37,,7,0,0,58,0
11576,Sales & Markting,region_7,Bachelor's,m,sourcing,1,29,4.0,6,0,0,49,0
78152,Technoogy,region_2,,f,referred,1,55,3.0,7,0,0,82,0
75968,,region_7,,f,other,1,28,5.0,4,0,0,64,0
41055,Technoogy,region_31,Master's & above,m,other,1,46,3.0,17,0,0,80,0
17990,Opperations,region_26,Bachelor's,m,sourcing,1,26,3.0,2,0,0,60,0
54770,Sales & Markting,region_26,Bachelor's,m,sourcing,5,25,,1,0,1,51,0
10819,Procurement,region_31,Bachelor's,f,other,1,39,4.0,4,1,0,71,0
39744,Opperations,region_7,Bachelor's,m,other,3,38,3.0,7,0,0,59,0
77480,Opperations,region_15,Bachelor's,m,other,1,41,5.0,11,0,0,60,0
27484,Sales & Markting,region_27,Bachelor's,m,sourcing,1,28,4.0,3,0,0,48,0
8501,Analytics,region_22,Bachelor's,m,sourcing,2,30,4.0,6,0,0,82,0
38745,Technoogy,region_22,,m,other,1,98,2.0,7,0,0,76,0
43232,Opperations,region_2,Bachelor's,m,referred,1,34,4.0,5,0,0,57,0
37953,Sales & Markting,region_30,Bachelor's,m,other,1,31,4.0,7,0,0,50,0
53632,Sales & Markting,region_10,Bachelor's,m,other,1,27,,1,0,0,51,0
52252,Sales & Markting,region_2,Bachelor's,m,sourcing,1,59,5.0,3,1,0,47,0
48377,Opperations,region_23,Bachelor's,f,other,2,34,3.0,4,1,0,54,0
43203,Opperations,region_26,Master's & above,f,other,1,39,3.0,3,0,0,57,0
34751,Opperations,region_19,,f,sourcing,1,34,3.0,7,1,0,62,0
3271,Procurement,region_14,Master's & above,m,other,1,39,5.0,10,1,0,67,0
13122,,region_22,Bachelor's,m,other,1,43,2.0,2,1,0,50,0
68765,Sales & Markting,region_30,Bachelor's,m,other,1,30,4.0,5,0,0,46,0
52342,Sales & Markting,region_28,Bachelor's,m,other,2,33,5.0,4,1,0,50,0
31250,Sales & Markting,region_22,Bachelor's,m,referred,1,28,3.0,2,1,0,51,0
16471,Sales & Markting,region_26,Bachelor's,f,sourcing,1,34,4.0,7,0,0,58,1
3421,Opperations,region_13,Bachelor's,m,sourcing,1,28,3.0,3,1,0,59,1
30459,Finance,region_22,Bachelor's,m,other,1,30,5.0,2,1,0,92,1
52033,Sales & Markting,region_22,Bachelor's,,referred,1,31,5.0,1,1,0,50,0
66020,Sales & Markting,region_9,Bachelor's,m,sourcing,2,26,1.0,2,0,0,49,0
35541,Sales & Markting,region_13,Bachelor's,m,sourcing,1,26,2.0,2,0,0,47,0
51663,Opperations,region_22,Master's & above,,other,1,56,3.0,21,0,0,63,0
47169,HR,region_11,Bachelor's,f,other,1,30,4.0,4,1,0,49,0
28383,Opperations,region_15,Master's & above,m,other,1,42,,7,0,0,59,0
64354,Sales & Markting,region_2,Bachelor's,f,sourcing,1,28,5.0,5,0,0,46,0
64755,Sales & Markting,region_7,,m,sourcing,1,28,5.0,2,1,0,47,1
52875,Technoogy,region_7,Master's & above,m,other,4,38,1.0,4,1,0,79,0
42837,Technoogy,region_7,Bachelor's,m,other,1,28,3.0,6,1,0,84,0
49227,Opperations,region_2,Bachelor's,m,other,1,50,5.0,15,1,0,58,0
10102,Finance,region_7,Bachelor's,m,other,1,33,2.0,4,0,0,60,0
35820,Legal,region_13,Bachelor's,m,sourcing,1,29,3.0,4,1,0,64,0
10542,Technoogy,region_13,Master's & above,m,other,1,52,,7,0,0,78,0
46914,Sales & Markting,region_4,Bachelor's,f,other,1,27,5.0,4,1,0,48,0
67667,Procurement,region_13,Bachelor's,m,sourcing,1,27,4.0,3,0,0,78,1
27562,,region_15,Master's & above,m,sourcing,1,32,4.0,6,1,0,81,1
78274,Procurement,region_2,Master's & above,m,other,1,46,3.0,4,0,0,72,0
78052,Opperations,region_11,Bachelor's,m,sourcing,3,45,4.0,2,0,0,61,0
12533,Sales & Markting,region_15,,,sourcing,1,31,4.0,7,0,0,52,0
11756,Sales & Markting,region_31,Bachelor's,m,sourcing,1,38,2.0,9,0,0,53,0
28060,Sales & Markting,region_1,Bachelor's,m,other,1,32,5.0,7,1,0,50,0
26431,Opperations,region_15,Master's & above,f,sourcing,1,53,3.0,20,0,0,59,0
61267,Analytics,region_27,Bachelor's,m,other,1,36,3.0,3,1,0,84,0
1221,Technoogy,region_2,Bachelor's,m,referred,1,24,3.0,2,0,0,77,0
12888,Analytics,region_29,Bachelor's,m,other,1,36,4.0,7,1,0,85,0
36411,Opperations,region_3,Bachelor's,m,other,1,28,5.0,2,1,0,61,0
6548,Technoogy,region_22,,m,other,2,27,1.0,2,0,0,78,0
27440,Sales & Markting,region_32,Bachelor's,f,sourcing,1,32,3.0,7,0,0,52,0
15321,Technoogy,region_11,Bachelor's,m,sourcing,1,33,3.0,6,0,0,79,0
64815,Sales & Markting,region_28,Master's & above,m,other,1,39,5.0,5,1,0,50,0
74236,Sales & Markting,region_15,Bachelor's,f,other,1,28,,1,0,0,47,0
47689,Sales & Markting,region_12,Bachelor's,m,other,1,34,3.0,9,0,0,51,0
32323,Procurement,region_12,Bachelor's,f,sourcing,1,26,3.0,2,0,0,68,0
44538,Technoogy,region_33,Bachelor's,f,other,1,46,1.0,16,0,0,83,0
26434,Technoogy,region_2,Bachelor's,m,other,2,42,3.0,13,0,0,83,0
65902,Finance,region_30,Bachelor's,m,other,1,29,3.0,5,0,0,58,0
44634,Procurement,region_7,Master's & above,m,sourcing,1,45,3.0,2,1,0,68,0
77036,Technoogy,region_2,Bachelor's,f,referred,1,31,5.0,5,0,1,90,1
5342,Analytics,region_32,Bachelor's,m,sourcing,1,30,1.0,6,0,0,90,0
33673,Procurement,region_22,Bachelor's,,other,3,29,5.0,5,1,1,87,1
76797,Analytics,region_26,,m,other,1,28,3.0,5,0,0,89,0
60741,Analytics,region_31,,m,other,1,26,,1,1,0,84,0
54878,Technoogy,region_2,Bachelor's,,other,1,26,5.0,3,1,0,80,0
57293,Sales & Markting,region_1,Bachelor's,m,other,1,34,5.0,4,0,0,55,0
26783,Sales & Markting,region_15,,m,sourcing,1,37,5.0,10,0,0,51,0
40105,Finance,region_12,Bachelor's,m,other,1,28,4.0,2,1,0,61,0
66438,,region_2,Bachelor's,m,other,2,42,3.0,3,1,0,80,1
53784,Opperations,region_31,Bachelor's,f,sourcing,1,31,5.0,5,0,0,57,0
58967,Technoogy,region_16,Bachelor's,f,other,1,28,4.0,3,0,0,80,0
59328,Sales & Markting,region_13,Bachelor's,f,sourcing,1,31,4.0,6,0,0,66,1
53195,Finance,region_11,Bachelor's,f,other,1,31,,5,0,0,58,0
68010,Procurement,region_2,Bachelor's,f,other,1,35,5.0,9,1,0,69,1
7541,Sales & Markting,region_22,Bachelor's,m,other,1,33,5.0,5,1,0,49,0
21281,,region_22,Bachelor's,m,other,1,29,4.0,6,1,0,50,0
13886,Analytics,region_28,Master's & above,m,other,1,31,5.0,2,1,0,89,1
67415,Finance,region_22,Master's & above,m,sourcing,2,33,5.0,8,1,0,59,1
55771,,region_23,Master's & above,m,sourcing,1,42,4.0,4,1,0,51,0
51449,HR,region_27,Bachelor's,f,other,1,26,,3,1,0,54,0
16545,Technoogy,region_2,Bachelor's,m,other,1,33,4.0,8,1,0,79,0
61358,Analytics,region_29,Bachelor's,m,other,1,36,,4,0,0,86,0
46134,Sales & Markting,region_5,Bachelor's,m,other,1,40,1.0,6,0,0,48,0
72023,Technoogy,region_2,Bachelor's,m,sourcing,1,58,2.0,26,0,0,82,0
31385,Technoogy,region_2,Bachelor's,f,sourcing,1,39,3.0,9,0,0,82,0
52979,Sales & Markting,region_2,,f,sourcing,2,34,1.0,7,0,0,49,0
41490,Analytics,region_7,Bachelor's,m,sourcing,2,32,4.0,5,0,0,82,0
77473,Sales & Markting,region_16,Bachelor's,f,other,1,36,5.0,8,0,0,52,0
66966,R&D,region_22,Bachelor's,m,sourcing,1,28,5.0,3,1,0,85,0
41281,Sales & Markting,region_28,Bachelor's,m,sourcing,1,33,4.0,4,0,0,50,0
53219,Opperations,region_22,Bachelor's,m,sourcing,2,25,3.0,6,0,1,58,0
70882,Sales & Markting,region_2,Bachelor's,f,sourcing,1,49,3.0,3,1,0,46,0
28233,Sales & Markting,region_27,Bachelor's,m,sourcing,1,28,3.0,4,0,0,50,0
68020,Analytics,region_19,Bachelor's,m,other,1,30,5.0,4,1,0,87,0
5580,Sales & Markting,region_25,Bachelor's,m,sourcing,1,30,2.0,5,0,0,53,0
61314,Opperations,region_2,Below Secondary,m,other,1,22,4.0,2,0,0,51,0
2687,Opperations,region_34,Bachelor's,m,other,1,32,3.0,6,1,0,62,0
12283,Sales & Markting,region_15,Bachelor's,f,other,1,30,5.0,3,0,0,50,0
61092,Finance,region_7,Below Secondary,m,other,1,26,5.0,3,1,0,58,0
55060,Sales & Markting,region_3,Bachelor's,m,other,1,43,2.0,4,1,0,49,0
7521,HR,region_15,Bachelor's,f,sourcing,1,29,2.0,2,0,0,56,0
65803,Sales & Markting,region_2,Master's & above,f,other,1,47,1.0,16,0,0,52,0
74912,Sales & Markting,region_25,Bachelor's,m,other,1,32,4.0,3,0,0,46,0
67159,Sales & Markting,region_23,Master's & above,m,sourcing,2,35,4.0,8,0,0,47,0
47450,Opperations,region_19,,m,other,1,37,1.0,7,0,0,59,0
11545,Opperations,region_31,Bachelor's,m,other,1,26,3.0,3,0,0,63,0
19871,Sales & Markting,region_27,Bachelor's,m,sourcing,2,40,3.0,8,0,0,48,0
62773,Opperations,region_32,Bachelor's,m,sourcing,1,33,1.0,5,0,0,59,0
2973,Sales & Markting,region_15,Bachelor's,m,sourcing,1,37,4.0,3,1,0,54,0
70560,Procurement,region_26,Bachelor's,m,other,2,26,3.0,2,1,0,93,1
12040,Sales & Markting,region_7,Bachelor's,m,other,1,29,5.0,2,0,0,51,0
3308,HR,region_7,Bachelor's,f,sourcing,2,30,4.0,6,0,0,46,0
27963,,region_2,,f,other,1,29,,6,1,0,58,0
50911,Opperations,region_2,Master's & above,m,sourcing,1,42,4.0,11,0,0,60,0
30545,Sales & Markting,region_15,Bachelor's,m,sourcing,1,35,5.0,9,0,0,50,0
8118,Finance,region_2,Bachelor's,m,sourcing,1,32,1.0,2,0,0,63,0
58613,Opperations,region_27,Master's & above,,sourcing,1,35,3.0,3,0,0,64,0
53771,Opperations,region_13,,m,other,3,32,5.0,5,1,0,60,0
6697,Opperations,region_1,Master's & above,m,sourcing,1,34,5.0,2,0,0,58,0
45928,,region_22,Bachelor's,m,other,2,30,4.0,2,0,0,86,0
68445,Opperations,region_2,Bachelor's,f,other,1,30,,1,0,0,56,0
43158,Opperations,region_2,Bachelor's,f,sourcing,1,58,3.0,28,1,0,58,0
27769,Technoogy,region_2,Bachelor's,m,other,2,29,2.0,7,1,0,78,0
30811,Finance,region_2,Master's & above,m,other,1,36,4.0,4,1,0,59,0
33050,Analytics,region_7,Master's & above,m,sourcing,1,39,3.0,12,0,0,86,0
43460,Finance,region_11,Bachelor's,m,sourcing,1,27,3.0,2,0,0,63,0
73695,Procurement,region_22,Bachelor's,m,sourcing,4,31,4.0,8,0,0,73,0
72575,Sales & Markting,region_7,,m,sourcing,1,22,,1,0,0,50,0
6898,Finance,region_22,Bachelor's,m,other,1,30,5.0,3,1,0,57,0
34046,Analytics,region_31,Bachelor's,m,other,1,27,1.0,2,0,0,81,0
29200,Sales & Markting,region_10,,m,sourcing,1,33,4.0,5,1,0,48,0
5190,Sales & Markting,region_27,,m,other,1,25,2.0,2,0,0,51,0
49874,Procurement,region_13,Bachelor's,,sourcing,1,28,4.0,5,1,0,73,0
52764,Procurement,region_2,Bachelor's,f,sourcing,1,52,4.0,4,1,0,72,0
12170,Sales & Markting,region_25,Master's & above,,other,1,38,2.0,10,0,0,50,0
6743,Technoogy,region_2,Bachelor's,f,sourcing,1,39,3.0,7,0,0,81,0
5404,R&D,region_2,,m,other,2,34,3.0,8,0,0,85,0
57400,,region_32,,m,other,1,26,,1,1,0,57,0
33091,Technoogy,region_31,Bachelor's,m,sourcing,1,32,2.0,3,0,0,79,0
23330,Sales & Markting,region_26,Master's & above,m,other,1,46,2.0,7,0,0,53,0
25047,Sales & Markting,region_6,Bachelor's,f,other,1,40,1.0,6,1,0,49,0
44479,Opperations,region_4,Bachelor's,m,other,1,26,5.0,2,0,0,60,0
69059,Procurement,region_23,Bachelor's,m,sourcing,1,27,,1,0,0,69,0
15172,Procurement,region_22,Bachelor's,m,sourcing,1,30,4.0,7,0,0,71,0
15235,Opperations,region_31,Master's & above,m,other,1,35,4.0,2,1,0,54,0
29882,Technoogy,region_16,Below Secondary,f,other,1,24,4.0,3,0,0,78,0
40613,Sales & Markting,region_2,Master's & above,m,sourcing,1,36,5.0,5,1,0,49,0
62712,Finance,region_2,Bachelor's,m,sourcing,1,38,2.0,10,0,0,58,0
49682,Technoogy,region_2,Bachelor's,f,other,1,36,2.0,9,0,0,78,0
8763,Procurement,region_22,Bachelor's,f,other,1,30,5.0,4,0,0,70,0
56875,Procurement,region_2,Bachelor's,f,other,2,30,1.0,4,0,0,71,0
9666,Sales & Markting,region_2,,m,sourcing,2,37,1.0,7,0,0,46,0
10164,Sales & Markting,region_19,,m,sourcing,1,37,1.0,8,0,0,49,0
16997,Opperations,region_19,Bachelor's,f,other,1,35,4.0,5,1,0,55,0
54290,Sales & Markting,region_2,Bachelor's,,sourcing,1,59,1.0,16,0,0,50,0
63225,Procurement,region_2,Master's & above,m,sourcing,1,43,3.0,14,0,0,69,0
51932,Procurement,region_17,Bachelor's,m,other,1,51,4.0,18,1,0,69,0
74798,Opperations,region_2,Master's & above,,other,1,40,,8,0,0,57,0
25515,Opperations,region_2,Bachelor's,f,sourcing,1,35,3.0,3,0,0,59,0
73472,Opperations,region_27,Bachelor's,m,sourcing,2,39,5.0,9,1,0,62,0
6345,Sales & Markting,region_2,Bachelor's,f,other,1,44,3.0,9,0,0,46,0
72742,HR,region_22,Bachelor's,m,other,1,27,,1,0,0,49,0
50180,Opperations,region_2,Bachelor's,m,other,1,38,5.0,12,1,0,57,0
21760,Finance,region_2,Master's & above,f,sourcing,1,40,5.0,6,1,0,65,0
9555,Opperations,region_2,Bachelor's,m,other,1,56,3.0,17,0,0,61,0
56761,Sales & Markting,region_31,Bachelor's,m,other,1,36,2.0,11,0,0,48,0
48339,Sales & Markting,region_13,Bachelor's,f,sourcing,1,23,,1,0,0,48,0
53733,Analytics,region_22,,m,other,1,27,2.0,3,0,0,81,0
19388,,region_26,Bachelor's,f,other,1,27,3.0,4,0,0,54,0
69400,Sales & Markting,region_23,,m,other,1,24,,1,1,0,51,1
68920,Analytics,region_7,Master's & above,m,sourcing,1,39,5.0,7,1,0,87,0
22567,Sales & Markting,region_2,Bachelor's,f,other,1,26,1.0,2,0,0,47,0
16858,Procurement,region_26,Bachelor's,f,other,2,33,3.0,4,0,0,70,0
30148,Procurement,region_22,Bachelor's,f,other,1,30,5.0,4,0,0,84,1
773,Sales & Markting,region_22,Master's & above,m,sourcing,1,44,3.0,16,1,0,47,0
28309,Analytics,region_30,Bachelor's,m,other,1,31,3.0,3,0,0,85,0
55885,Opperations,region_19,Bachelor's,m,other,1,34,5.0,3,1,0,58,0
3442,HR,region_31,Bachelor's,f,sourcing,1,28,3.0,3,1,0,51,0
70191,Opperations,region_34,Bachelor's,m,other,2,30,3.0,4,0,0,59,0
4125,Opperations,region_22,Master's & above,m,sourcing,2,36,3.0,4,1,0,60,0
16282,,region_15,Master's & above,m,sourcing,1,36,4.0,4,0,0,47,0
65572,Sales & Markting,region_15,Bachelor's,m,other,2,31,1.0,3,1,0,51,0
30319,,region_22,Bachelor's,m,sourcing,1,23,1.0,2,0,0,50,0
45914,Sales & Markting,region_2,Bachelor's,m,sourcing,1,36,3.0,9,1,0,43,1
24149,Sales & Markting,region_22,Master's & above,m,other,4,33,1.0,3,0,0,51,0
30024,Opperations,region_15,Bachelor's,m,other,1,34,5.0,8,1,0,59,1
63293,Opperations,region_2,Master's & above,f,other,1,42,,3,0,0,60,0
45838,Opperations,region_7,Bachelor's,m,other,1,39,5.0,9,1,0,57,0
69338,Sales & Markting,region_2,Bachelor's,f,sourcing,1,29,2.0,4,1,0,48,0
60461,Sales & Markting,region_8,Master's & above,m,sourcing,1,39,3.0,3,0,0,50,0
15552,Technoogy,region_12,Bachelor's,f,other,1,26,4.0,2,1,0,78,0
13362,Opperations,region_12,Bachelor's,m,sourcing,1,29,,4,0,0,58,0
41880,Sales & Markting,region_9,Master's & above,m,sourcing,1,32,1.0,9,0,0,49,0
48697,Sales & Markting,region_13,Master's & above,m,sourcing,1,30,4.0,2,1,0,65,1
67114,Sales & Markting,region_14,Master's & above,m,other,1,45,3.0,7,0,0,54,0
3281,Sales & Markting,region_31,,m,sourcing,1,36,5.0,7,1,0,53,0
39322,Sales & Markting,region_31,Bachelor's,m,sourcing,2,37,2.0,2,0,0,48,0
23926,Opperations,region_23,Master's & above,,other,1,37,3.0,4,0,0,59,0
7234,Opperations,region_15,Master's & above,m,other,1,36,2.0,4,0,0,57,0
23445,Sales & Markting,region_23,Bachelor's,,other,1,27,,1,0,0,47,0
39091,Procurement,region_22,Master's & above,f,sourcing,1,38,3.0,7,1,0,72,0
50136,Sales & Markting,region_11,Bachelor's,m,other,1,30,3.0,3,0,0,48,0
4542,,region_26,Master's & above,f,other,1,35,5.0,9,1,0,86,0
61678,Analytics,region_2,Bachelor's,m,sourcing,2,44,3.0,10,0,0,85,0
58718,Procurement,region_13,Bachelor's,f,sourcing,1,29,3.0,4,1,0,97,1
25762,Finance,region_4,Bachelor's,m,sourcing,1,28,,1,0,0,58,0
24034,Analytics,region_31,Master's & above,m,other,1,33,4.0,3,0,0,84,0
40035,Technoogy,region_2,,m,other,1,37,1.0,12,1,0,78,1
29432,Procurement,region_22,Bachelor's,f,sourcing,1,27,5.0,4,0,1,81,1
77275,Technoogy,region_10,Master's & above,f,sourcing,1,39,4.0,7,1,0,78,0
21444,Sales & Markting,region_13,Master's & above,m,other,2,40,3.0,8,0,0,49,0
21811,Technoogy,region_2,Bachelor's,f,other,1,55,5.0,16,0,0,77,0
16482,Technoogy,region_22,Bachelor's,f,other,1,36,3.0,3,0,0,81,0
4502,Sales & Markting,region_7,Bachelor's,m,other,1,30,,4,1,0,49,1
12416,Finance,region_2,Master's & above,m,other,1,42,4.0,11,0,0,60,0
56437,Analytics,region_7,Bachelor's,m,other,2,30,4.0,4,0,0,88,0
5075,Opperations,region_2,Bachelor's,m,other,1,25,4.0,2,0,0,58,0
66918,Opperations,region_26,Bachelor's,m,other,1,28,3.0,2,0,0,60,0
18438,Technoogy,region_2,Bachelor's,m,sourcing,1,34,5.0,4,1,0,77,0
21809,Technoogy,region_15,Master's & above,m,sourcing,1,38,3.0,4,1,0,85,0
43080,,region_27,Bachelor's,m,sourcing,3,25,,1,0,0,82,0
30724,Sales & Markting,region_2,,m,sourcing,1,37,3.0,5,1,0,52,0
20633,Opperations,region_2,Master's & above,m,other,1,42,1.0,2,0,0,63,0
44784,Technoogy,region_2,Master's & above,m,other,1,43,1.0,15,0,0,83,0
55058,Sales & Markting,region_10,Bachelor's,m,other,1,27,4.0,4,0,0,64,1
68131,Analytics,region_21,Bachelor's,m,sourcing,1,36,,7,1,0,85,0
43956,Sales & Markting,region_25,Master's & above,m,other,2,38,3.0,12,1,0,50,0
10170,Opperations,region_2,Bachelor's,f,other,1,37,3.0,4,1,0,61,0
72888,Opperations,region_20,Master's & above,m,sourcing,1,33,3.0,4,0,0,59,0
37692,Opperations,region_7,Bachelor's,f,sourcing,1,45,,16,0,0,60,0
22173,Sales & Markting,region_11,Master's & above,m,sourcing,3,42,3.0,2,0,0,56,0
47080,Opperations,region_32,Bachelor's,m,sourcing,1,35,4.0,8,1,0,62,0
57932,,region_31,Bachelor's,f,other,1,26,3.0,2,1,0,74,0
33651,Technoogy,region_2,Bachelor's,m,sourcing,1,29,1.0,4,0,0,78,0
46941,Sales & Markting,region_4,Bachelor's,m,other,1,34,5.0,9,0,0,53,0
66942,Procurement,region_15,Bachelor's,f,other,1,44,1.0,7,0,0,70,0
33877,Sales & Markting,region_2,Bachelor's,m,other,1,23,4.0,2,0,0,47,0
8049,HR,region_7,Master's & above,m,sourcing,1,42,5.0,10,0,1,86,1
24026,Opperations,region_34,,m,other,1,30,,1,0,0,55,0
22882,Opperations,region_23,Master's & above,m,other,1,44,4.0,4,1,0,64,0
74258,,region_13,Bachelor's,f,referred,1,30,5.0,6,1,0,61,0
43725,Analytics,region_2,Bachelor's,m,other,1,39,5.0,11,1,0,89,0
23871,Opperations,region_4,Master's & above,m,other,1,31,5.0,7,1,0,57,1
38590,Finance,region_22,Bachelor's,m,other,3,29,1.0,2,0,0,60,0
30349,Sales & Markting,region_9,Master's & above,m,other,1,38,1.0,10,0,0,51,0
15146,HR,region_13,Bachelor's,f,other,1,26,,1,1,0,46,0
69935,Sales & Markting,region_2,,m,other,1,23,,1,1,0,50,0
41058,Procurement,region_28,Bachelor's,f,sourcing,3,29,4.0,8,0,0,69,0
15144,Sales & Markting,region_12,Bachelor's,m,other,1,30,3.0,5,0,0,46,0
20144,Opperations,region_4,Master's & above,m,sourcing,2,33,2.0,7,0,0,57,0
78143,Analytics,region_22,Bachelor's,m,referred,1,28,,1,1,0,83,0
77476,Technoogy,region_2,Bachelor's,f,referred,2,37,5.0,4,1,1,83,1
36650,,region_23,Master's & above,m,other,1,40,,6,0,0,60,1
41807,Procurement,region_7,Bachelor's,m,other,1,32,3.0,10,0,0,76,0
55526,Analytics,region_29,Bachelor's,m,other,2,30,1.0,7,0,0,83,0
33914,R&D,region_22,Bachelor's,f,other,2,28,4.0,2,0,0,86,0
17749,Finance,region_16,Bachelor's,m,sourcing,1,32,3.0,7,0,0,57,0
66751,Procurement,region_27,Bachelor's,m,sourcing,3,30,3.0,6,0,0,69,0
25782,HR,region_2,Bachelor's,f,sourcing,1,58,4.0,16,0,0,55,0
71632,Sales & Markting,region_23,Master's & above,m,sourcing,1,38,3.0,3,1,0,50,0
12973,Opperations,region_26,Bachelor's,f,sourcing,1,34,5.0,6,0,0,62,0
33699,,region_10,Bachelor's,m,other,1,30,5.0,5,1,0,51,0
9248,Sales & Markting,region_22,Bachelor's,m,other,1,25,,3,0,0,47,0
2674,,region_15,Bachelor's,m,other,2,32,3.0,2,0,0,50,0
45611,Analytics,region_32,Bachelor's,m,other,1,32,1.0,9,0,0,86,0
32848,Sales & Markting,region_11,Bachelor's,f,other,1,34,1.0,4,1,0,47,0
59671,Procurement,region_7,Bachelor's,f,sourcing,1,29,3.0,2,1,0,66,0
1767,Technoogy,region_2,Bachelor's,m,other,1,36,2.0,5,0,0,82,0
64686,Procurement,region_7,Master's & above,f,other,1,33,4.0,5,0,0,73,0
61152,Technoogy,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,0,81,0
73057,,region_22,Master's & above,m,sourcing,1,50,4.0,3,0,0,64,0
78276,,region_31,Master's & above,f,other,1,37,5.0,5,1,0,82,0
59553,Sales & Markting,region_22,,m,sourcing,1,29,1.0,3,0,0,50,0
24657,Opperations,region_11,Bachelor's,m,other,1,27,4.0,3,0,0,61,0
1757,Opperations,region_16,Bachelor's,m,other,1,28,,1,0,0,59,0
21736,Sales & Markting,region_28,Bachelor's,m,other,1,26,,1,0,0,47,0
39142,Opperations,region_22,Master's & above,f,sourcing,1,60,4.0,4,1,0,59,0
22494,Technoogy,region_2,Bachelor's,f,other,1,44,2.0,15,0,0,78,0
76094,Analytics,region_27,,m,other,1,31,5.0,4,1,0,85,0
1405,Sales & Markting,region_7,Bachelor's,m,other,2,31,3.0,4,0,0,45,0
47221,HR,region_22,Master's & above,m,other,1,42,3.0,12,0,0,46,0
6506,Opperations,region_13,Master's & above,m,sourcing,1,33,1.0,5,0,0,57,0
37986,Opperations,region_2,,,sourcing,1,29,5.0,6,0,0,56,0
46346,Opperations,region_28,Master's & above,m,sourcing,1,30,,5,0,1,75,1
51887,Sales & Markting,region_15,Master's & above,m,other,1,29,3.0,3,1,0,54,0
25051,HR,region_2,Master's & above,m,other,1,52,5.0,12,0,0,47,0
51424,Opperations,region_2,Bachelor's,f,sourcing,1,28,,1,1,0,68,0
70541,Sales & Markting,region_20,Bachelor's,m,other,1,29,,1,1,0,51,0
17205,Analytics,region_22,Master's & above,m,sourcing,1,27,,1,0,0,83,0
3980,Sales & Markting,region_2,Master's & above,f,sourcing,1,40,3.0,3,1,0,48,1
73715,Opperations,region_4,Bachelor's,m,sourcing,1,41,5.0,5,1,0,61,1
57363,Procurement,region_5,Bachelor's,m,sourcing,1,32,3.0,4,0,0,71,0
52400,Sales & Markting,region_30,Bachelor's,m,other,1,25,1.0,2,0,0,51,0
56338,Analytics,region_7,Bachelor's,f,sourcing,1,29,4.0,2,1,0,84,0
30422,HR,region_17,Bachelor's,f,other,1,27,,1,0,0,45,0
12583,Opperations,region_7,Below Secondary,m,sourcing,2,26,5.0,2,0,0,54,0
5660,,region_7,Bachelor's,f,other,1,33,5.0,8,0,0,49,0
7865,Sales & Markting,region_22,Bachelor's,m,other,1,44,3.0,6,1,0,45,0
64340,Opperations,region_2,Bachelor's,f,sourcing,1,38,5.0,9,0,0,94,1
51658,Sales & Markting,region_31,Bachelor's,m,other,1,33,1.0,6,0,0,48,0
71175,Opperations,region_31,Bachelor's,f,sourcing,2,39,,11,1,0,62,0
21075,Procurement,region_2,Bachelor's,m,other,1,56,3.0,17,0,0,69,0
66724,Opperations,region_26,Bachelor's,m,other,1,33,5.0,5,0,0,56,0
61778,Sales & Markting,region_34,Bachelor's,m,other,1,28,3.0,2,0,0,51,0
65759,Finance,region_2,Bachelor's,m,other,1,39,4.0,14,0,0,58,0
8861,Technoogy,region_13,Master's & above,,sourcing,1,35,1.0,5,0,0,76,0
52232,Technoogy,region_10,Master's & above,m,other,1,32,3.0,7,0,0,79,0
1474,Sales & Markting,region_7,Bachelor's,m,sourcing,1,52,3.0,3,0,0,49,0
1281,Sales & Markting,region_22,Bachelor's,m,other,2,34,3.0,4,1,0,50,0
9148,Opperations,region_2,Bachelor's,f,other,1,47,3.0,15,0,0,60,0
60179,Opperations,region_4,Bachelor's,f,sourcing,1,36,5.0,10,0,0,60,0
44436,Sales & Markting,region_1,Bachelor's,m,sourcing,1,33,1.0,8,0,0,48,0
4311,Technoogy,region_2,Bachelor's,m,other,1,50,1.0,7,0,0,79,0
35039,Sales & Markting,region_11,Bachelor's,m,sourcing,1,32,4.0,5,1,0,50,0
56394,Procurement,region_27,Bachelor's,m,sourcing,2,30,3.0,2,0,0,70,0
